commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022,region_code,code_insee
Saint-Pierre-du-Jonquet,28 - Normandie,249,14.3,30.48,23650.0,10.3,0,249.0,0,28,14651
Berthenay,24 - Centre-Val de Loire,700,13.8,96.69,24040.0,9.9,0,700.0,0,24,37025
Fesmy-le-Sart,32 - Hauts-de-France,480,18.5,29.89,19010.0,7.9,0,480.0,0,32,02308
Ottonville,44 - Grand Est,441,15.6,28.07,22600.0,8.6,0,441.0,0,44,57530
Étercy,84 - Auvergne-Rhône-Alpes,822,10.3,180.66,27190.0,12.5,0,822.0,0,84,74117
Ouvrouer-les-Champs,24 - Centre-Val de Loire,547,14.6,51.9,23420.0,9.4,0,547.0,0,24,45241
Sermersheim,44 - Grand Est,940,13.6,92.89,24090.0,10.0,0,940.0,0,44,67464
Frugières-le-Pin,84 - Auvergne-Rhône-Alpes,166,18.2,14.35,20070.0,7.1,0,166.0,0,84,43100
Pont-Sainte-Maxence,32 - Hauts-de-France,12601,14.4,853.73,20000.0,12.1,3,3150.25,0,32,60509
Meunet-Planches,24 - Centre-Val de Loire,173,16.0,6.47,23240.0,6.7,0,173.0,0,24,36121
Marchais,32 - Hauts-de-France,420,18.3,27.45,18780.0,9.0,0,420.0,0,32,02457
Le Mesnil-Aubert,28 - Normandie,192,18.6,32.21,18680.0,8.7,0,192.0,0,28,50304
Géovreisset,84 - Auvergne-Rhône-Alpes,856,14.3,258.61,23720.0,8.2,0,856.0,0,84,01171
Montgaillard,76 - Occitanie,142,18.3,14.95,19750.0,7.5,0,142.0,0,76,
Mesbrecourt-Richecourt,32 - Hauts-de-France,309,16.8,34.41,21060.0,8.6,0,309.0,0,32,02480
Monsteroux-Milieu,84 - Auvergne-Rhône-Alpes,796,13.7,97.43,24240.0,9.6,0,796.0,0,84,38244
Oyeu,84 - Auvergne-Rhône-Alpes,1033,13.8,75.46,23980.0,9.6,0,1033.0,0,84,38287
Berville-sur-Mer,28 - Normandie,693,15.0,136.42,22130.0,10.3,0,693.0,0,28,27064
Saulchoy,32 - Hauts-de-France,317,19.2,59.92,17170.0,9.8,0,317.0,0,32,
Bracquetuit,28 - Normandie,330,15.7,38.96,22460.0,8.7,0,330.0,0,28,76138
Chichée,27 - Bourgogne-Franche-Comté,308,14.3,16.4,25150.0,7.2,0,308.0,0,27,89104
La Rabatelière,52 - Pays de la Loire,995,16.6,120.46,21070.0,7.7,0,995.0,0,52,85186
Les Martres-d'Artière,84 - Auvergne-Rhône-Alpes,2135,13.2,142.71,24020.0,9.2,0,2135.0,0,84,63213
Bournand,75 - Nouvelle-Aquitaine,882,17.9,27.21,19660.0,7.6,0,882.0,0,75,86036
Montmaur-en-Diois,84 - Auvergne-Rhône-Alpes,85,32.9,6.64,,7.8,0,85.0,0,84,26205
Ecquetot,28 - Normandie,379,13.5,66.03,24730.0,9.9,0,379.0,0,28,27215
Velennes,32 - Hauts-de-France,149,17.0,37.63,20200.0,10.0,0,149.0,0,32,
Hernicourt,32 - Hauts-de-France,565,17.0,57.36,20590.0,8.5,0,565.0,0,32,62442
Le Biot,84 - Auvergne-Rhône-Alpes,594,13.2,45.07,23440.0,13.1,0,594.0,0,84,74034
Labastide-Esparbairenque,76 - Occitanie,67,32.8,4.0,,8.1,0,67.0,0,76,11180
Thoraise,27 - Bourgogne-Franche-Comté,355,16.4,88.97,21770.0,7.9,0,355.0,0,27,25561
Lérigneux,84 - Auvergne-Rhône-Alpes,150,17.2,15.37,21600.0,6.7,0,150.0,0,84,42121
Acq,32 - Hauts-de-France,786,12.7,161.73,25580.0,9.3,0,786.0,0,32,62007
Théligny,52 - Pays de la Loire,214,17.4,14.95,20790.0,7.7,0,214.0,0,52,72353
Sainte-Croix-de-Quintillargues,76 - Occitanie,922,11.5,139.27,26060.0,11.5,0,922.0,0,76,34248
Évergnicourt,32 - Hauts-de-France,558,16.1,60.98,21740.0,8.6,0,558.0,0,32,02299
Sailly-le-Sec,32 - Hauts-de-France,349,15.8,51.78,21380.0,10.5,0,349.0,0,32,80694
Origny-Sainte-Benoite,32 - Hauts-de-France,1683,18.3,72.23,18370.0,7.7,0,1683.0,0,32,02575
Marcilly,11 - Île-de-France,457,12.0,65.95,24900.0,13.5,0,457.0,0,11,77274
Mouthoumet,76 - Occitanie,106,22.2,7.72,14120.0,8.3,0,106.0,0,76,11260
Avelanges,27 - Bourgogne-Franche-Comté,37,32.4,6.09,,9.2,0,37.0,0,27,21039
Passonfontaine,27 - Bourgogne-Franche-Comté,328,14.2,16.83,24360.0,9.0,0,328.0,0,27,25447
Moras-en-Valloire,84 - Auvergne-Rhône-Alpes,678,15.8,79.02,21760.0,9.1,0,678.0,0,84,26213
Brion-près-Thouet,75 - Nouvelle-Aquitaine,735,17.3,91.19,20510.0,7.4,0,735.0,0,75,79056
Romagné,53 - Bretagne,2438,15.3,90.53,22250.0,6.8,0,2438.0,0,53,35243
Fouleix,75 - Nouvelle-Aquitaine,256,19.0,23.4,18330.0,8.2,0,256.0,0,75,24190
Bustince-Iriberry,75 - Nouvelle-Aquitaine,103,18.4,18.17,19360.0,8.0,0,103.0,0,75,64155
Resson,44 - Grand Est,389,15.7,46.31,22820.0,7.8,0,389.0,0,44,55426
Beuveille,44 - Grand Est,759,14.0,63.78,23170.0,11.1,0,759.0,0,44,54067
Le Landin,28 - Normandie,215,14.9,68.25,22890.0,10.0,0,215.0,0,28,27363
Albon,84 - Auvergne-Rhône-Alpes,1965,15.4,76.7,21850.0,8.1,0,1965.0,0,84,26002
Fresnes-Mazancourt,32 - Hauts-de-France,145,19.7,25.44,16920.0,9.3,0,145.0,0,32,80353
Sailly-Laurette,32 - Hauts-de-France,320,15.0,50.16,22470.0,10.5,0,320.0,0,32,80693
La Chapelle-Saint-Sulpice,11 - Île-de-France,242,13.2,37.99,24730.0,11.0,0,242.0,0,11,77090
Saint-Germain-des-Bois,27 - Bourgogne-Franche-Comté,126,17.3,10.14,21380.0,6.9,0,126.0,0,27,58242
Neuville-sur-Ain,84 - Auvergne-Rhône-Alpes,1772,15.2,89.54,22180.0,8.2,0,1772.0,0,84,01273
Bocquegney,44 - Grand Est,134,15.7,29.32,23040.0,7.8,0,134.0,0,44,88063
Vieil-Moutier,32 - Hauts-de-France,384,16.5,66.55,21300.0,8.6,0,384.0,0,32,62853
Saint-Pierre-de-Curtille,84 - Auvergne-Rhône-Alpes,489,15.2,50.15,21530.0,11.6,0,489.0,0,84,73273
Bassevelle,11 - Île-de-France,377,13.3,21.59,24480.0,11.1,0,377.0,0,11,77024
Givrauval,44 - Grand Est,283,15.2,29.21,23700.0,7.6,0,283.0,0,44,55214
Héric,52 - Pays de la Loire,6168,14.3,83.43,22840.0,10.8,2,2056.0,0,52,44073
Hombourg-Budange,44 - Grand Est,550,15.7,35.62,22320.0,8.6,0,550.0,0,44,57331
Sailly-Achâtel,44 - Grand Est,295,15.2,36.06,23080.0,8.8,0,295.0,0,44,57605
Lespiteau,76 - Occitanie,97,32.9,53.59,,7.5,0,97.0,0,76,31294
Guiclan,53 - Bretagne,2493,16.0,58.47,20980.0,7.5,0,2493.0,0,53,29068
Ferrières-lès-Ray,27 - Bourgogne-Franche-Comté,34,33.3,8.5,,6.7,0,34.0,0,27,70231
Gignac,76 - Occitanie,671,17.1,16.5,21500.0,8.3,2,223.66666666666663,1,76,
Argol,53 - Bretagne,992,17.6,31.26,19640.0,8.2,0,992.0,0,53,29001
Wimy,32 - Hauts-de-France,497,17.9,41.28,19180.0,9.0,0,497.0,0,32,02833
Sénoville,28 - Normandie,194,16.4,26.87,20910.0,10.1,0,194.0,0,28,50572
Anhiers,32 - Hauts-de-France,894,15.0,522.81,21170.0,10.1,0,894.0,0,32,59007
Recologne,27 - Bourgogne-Franche-Comté,33,33.3,28.7,,6.6,0,33.0,0,27,
Saint-Maurice-Thizouaille,27 - Bourgogne-Franche-Comté,259,15.7,132.82,22010.0,9.2,0,259.0,0,27,89361
Césarville-Dossainville,24 - Centre-Val de Loire,257,14.7,13.48,23230.0,10.0,0,257.0,0,24,45065
Vaucluse,27 - Bourgogne-Franche-Comté,120,13.3,23.95,25980.0,8.4,0,120.0,0,27,25588
Saint-Pierre-d'Amilly,75 - Nouvelle-Aquitaine,533,16.9,26.91,21070.0,7.9,0,533.0,0,75,17382
Nortkerque,32 - Hauts-de-France,1656,15.9,125.55,20680.0,9.3,0,1656.0,0,32,62621
Hauviné,44 - Grand Est,331,14.1,22.75,24650.0,8.6,0,331.0,0,44,08220
Auchay-sur-Vendée,52 - Pays de la Loire,1143,16.7,54.02,20730.0,8.1,0,1143.0,0,52,85009
Theuville,24 - Centre-Val de Loire,707,14.0,23.68,23470.0,10.7,0,707.0,0,24,28383
Arbigny-sous-Varennes,44 - Grand Est,87,33.3,8.84,,6.6,0,87.0,0,44,52015
Hangard,32 - Hauts-de-France,124,11.3,19.56,27590.0,10.6,0,124.0,0,32,80414
Marigny,84 - Auvergne-Rhône-Alpes,204,15.3,11.83,23840.0,7.2,0,204.0,0,84,03162
Eclose-Badinières,84 - Auvergne-Rhône-Alpes,1438,14.2,88.33,23060.0,9.6,0,1438.0,0,84,38152
Jouaville,44 - Grand Est,293,14.5,25.88,24030.0,8.8,0,293.0,0,44,54283
Préaux,52 - Pays de la Loire,165,17.1,17.22,21530.0,7.0,0,165.0,0,52,53184
Saint-Amans,76 - Occitanie,62,32.8,7.6,,8.0,0,62.0,0,76,
Mesnil-Saint-Loup,44 - Grand Est,595,16.8,52.19,20750.0,8.6,0,595.0,0,44,10237
Crèvecœur-le-Petit,32 - Hauts-de-France,152,16.4,45.65,20690.0,10.5,0,152.0,0,32,60179
Lugo-di-Nazza,94 - Corse,80,32.1,3.15,,9.9,0,80.0,0,94,2B149
Nouainville,28 - Normandie,628,12.3,164.83,25790.0,10.1,0,628.0,0,28,50382
Colombier,27 - Bourgogne-Franche-Comté,448,17.1,32.21,20940.0,7.7,0,448.0,0,27,
Menoncourt,27 - Bourgogne-Franche-Comté,393,13.5,83.62,25070.0,9.0,0,393.0,0,27,90067
Quintillan,76 - Occitanie,51,32.7,3.11,,8.3,0,51.0,0,76,11305
Bethonvilliers,27 - Bourgogne-Franche-Comté,244,13.0,128.42,25750.0,9.0,0,244.0,0,27,90013
Javerdat,75 - Nouvelle-Aquitaine,705,16.3,27.63,20850.0,9.7,0,705.0,0,75,87078
Monthurel,32 - Hauts-de-France,150,14.5,38.86,23900.0,9.2,0,150.0,0,32,02510
Hanviller,44 - Grand Est,206,16.8,23.79,21040.0,8.7,0,206.0,0,44,57294
Saint-André-de-Cubzac,75 - Nouvelle-Aquitaine,12051,16.2,520.56,21420.0,10.7,7,1506.375,2,75,33366
Saint-Mariens,75 - Nouvelle-Aquitaine,1611,15.9,134.25,20380.0,9.9,0,1611.0,0,75,33439
Ussy-sur-Marne,11 - Île-de-France,1077,12.6,77.32,24010.0,12.6,0,1077.0,0,11,77478
Bassou,27 - Bourgogne-Franche-Comté,874,15.8,214.22,21320.0,9.0,0,874.0,0,27,89029
L'Hôtellerie,28 - Normandie,315,17.6,54.88,19020.0,10.3,0,315.0,0,28,14334
Saint-Jean-lès-Longuyon,44 - Grand Est,418,16.8,99.29,21450.0,7.2,0,418.0,0,44,54476
Épuisay,24 - Centre-Val de Loire,820,17.0,34.86,21030.0,7.2,0,820.0,0,24,41078
Mandres-aux-Quatre-Tours,44 - Grand Est,186,17.1,18.16,21250.0,7.5,0,186.0,0,44,54343
La Forêt-Sainte-Croix,11 - Île-de-France,162,13.0,30.22,23850.0,13.4,0,162.0,0,11,91248
Oz,84 - Auvergne-Rhône-Alpes,224,13.1,13.33,24250.0,12.3,0,224.0,0,84,38289
Curlu,32 - Hauts-de-France,170,14.9,28.86,23310.0,9.3,0,170.0,0,32,80231
Ternay,75 - Nouvelle-Aquitaine,187,19.3,18.61,18580.0,6.9,0,187.0,0,75,86269
Riupeyrous,75 - Nouvelle-Aquitaine,219,15.2,45.53,22930.0,9.1,0,219.0,0,75,64465
Boiry-Becquerelle,32 - Hauts-de-France,460,14.3,101.32,23690.0,9.4,0,460.0,0,32,62144
Chacrise,32 - Hauts-de-France,363,15.6,28.49,22470.0,8.8,0,363.0,0,32,02154
Saint-Léger-de-Montbrun,75 - Nouvelle-Aquitaine,1262,16.7,41.08,20990.0,7.4,0,1262.0,0,75,79265
Rousset,93 - Provence-Alpes-Côte d'Azur,182,16.8,12.66,21020.0,8.8,0,182.0,0,93,
Théus,93 - Provence-Alpes-Côte d'Azur,207,18.6,12.39,18480.0,9.0,0,207.0,0,93,05171
Bayet,84 - Auvergne-Rhône-Alpes,692,17.5,30.65,20450.0,7.2,0,692.0,0,84,03018
Squiffiec,53 - Bretagne,763,17.7,70.65,19940.0,7.4,0,763.0,0,53,22338
Codolet,76 - Occitanie,639,15.2,123.6,21650.0,10.7,0,639.0,0,76,30084
Parcé,53 - Bretagne,650,17.7,38.51,20390.0,6.8,0,650.0,0,53,35214
Chepoix,32 - Hauts-de-France,447,17.2,50.45,19410.0,10.4,0,447.0,0,32,60146
Saint-Aubin-d'Écrosville,28 - Normandie,707,14.6,48.42,22970.0,9.9,0,707.0,0,28,27511
Saint-Remy-sous-Barbuise,44 - Grand Est,236,16.3,15.16,22630.0,6.8,0,236.0,0,44,10361
Saint-Germain-des-Prés,52 - Pays de la Loire,1397,16.5,70.7,20890.0,7.8,0,1397.0,0,52,49284
Ramburelles,32 - Hauts-de-France,280,18.5,61.0,18940.0,8.0,0,280.0,0,32,80662
Salles,76 - Occitanie,232,16.8,8.44,21070.0,9.8,1,116.0,0,76,
Sentenac-d'Oust,76 - Occitanie,106,21.9,5.77,14810.0,7.6,0,106.0,0,76,09291
Le Vieil-Évreux,28 - Normandie,829,13.3,71.65,24530.0,10.9,1,414.5,1,28,27684
Reugny,24 - Centre-Val de Loire,1708,14.8,57.47,22730.0,8.3,0,1708.0,0,24,37194
La Roche-Guyon,11 - Île-de-France,479,14.1,103.9,23040.0,11.2,0,479.0,0,11,95523
Burey,28 - Normandie,402,13.9,74.44,23480.0,11.1,0,402.0,0,28,27120
Honguemare-Guenouville,28 - Normandie,703,13.0,75.59,25010.0,10.0,0,703.0,0,28,27340
Cuy-Saint-Fiacre,28 - Normandie,663,14.5,68.85,23380.0,9.3,0,663.0,0,28,76208
Bretignolles,75 - Nouvelle-Aquitaine,592,17.7,44.98,20410.0,6.8,0,592.0,0,75,79050
Saint-Vaast-sur-Seulles,28 - Normandie,150,16.2,35.29,22330.0,7.7,0,150.0,0,28,14661
Saint-Arnoult-des-Bois,24 - Centre-Val de Loire,887,14.3,42.91,23440.0,9.5,0,887.0,0,24,28324
Chemazé,52 - Pays de la Loire,1373,17.0,35.63,20550.0,7.3,0,1373.0,0,52,53066
Saulles,44 - Grand Est,47,33.3,2.74,,6.6,0,47.0,0,44,52464
Quittebeuf,28 - Normandie,659,15.5,49.0,21780.0,9.9,0,659.0,0,28,27486
Turgy,44 - Grand Est,45,32.6,4.51,,8.5,0,45.0,0,44,10388
Faye,24 - Centre-Val de Loire,235,15.0,27.01,23600.0,8.3,0,235.0,0,24,41081
Courcelette,32 - Hauts-de-France,154,15.7,33.05,22210.0,9.3,0,154.0,0,32,80216
Pierric,52 - Pays de la Loire,989,17.7,36.23,19440.0,8.2,0,989.0,0,52,44123
Saint-Auban-d'Oze,93 - Provence-Alpes-Côte d'Azur,86,32.5,6.51,,8.7,0,86.0,0,93,05131
Chaudeyrac,76 - Occitanie,299,18.5,6.78,19230.0,7.6,0,299.0,0,76,48045
Bouziès,76 - Occitanie,88,32.6,10.73,,8.4,0,88.0,0,76,46037
Radepont,28 - Normandie,657,15.7,41.56,21720.0,9.5,0,657.0,0,28,27487
Challet,24 - Centre-Val de Loire,432,13.4,42.48,24190.0,11.1,0,432.0,0,24,28068
Cerfontaine,32 - Hauts-de-France,702,14.9,181.4,22450.0,9.5,0,702.0,0,32,59142
Hachan,76 - Occitanie,44,32.6,23.66,,8.4,0,44.0,0,76,65214
Ternas,32 - Hauts-de-France,137,16.8,54.58,20390.0,9.9,0,137.0,0,32,62809
Monze,76 - Occitanie,229,18.0,16.4,19430.0,8.6,0,229.0,0,76,11257
Velotte-et-Tatignécourt,44 - Grand Est,161,16.1,30.04,22450.0,7.7,0,161.0,0,44,88499
Étrochey,27 - Bourgogne-Franche-Comté,226,16.5,70.4,22020.0,7.2,0,226.0,0,27,21258
Morchain,32 - Hauts-de-France,350,16.2,59.93,21320.0,9.3,0,350.0,0,32,80568
Py,76 - Occitanie,84,32.5,1.65,,8.7,0,84.0,0,76,66155
Lucy-le-Bois,27 - Bourgogne-Franche-Comté,293,16.9,27.67,21080.0,8.1,0,293.0,0,27,89232
Le Mesnil,28 - Normandie,220,16.8,63.77,20200.0,10.1,0,220.0,0,28,50299
Prailles-La Couarde,75 - Nouvelle-Aquitaine,950,16.8,26.97,20830.0,7.9,0,950.0,0,75,
Annouville-Vilmesnil,28 - Normandie,471,15.0,80.93,22250.0,10.4,0,471.0,0,28,76021
Saint-Jean-de-la-Blaquière,76 - Occitanie,629,16.7,36.53,20290.0,9.7,0,629.0,0,76,34268
Brancourt-en-Laonnois,32 - Hauts-de-France,711,16.0,108.38,21700.0,8.3,0,711.0,0,32,02111
Vittersbourg,44 - Grand Est,351,19.1,49.23,18610.0,6.9,0,351.0,0,44,57725
Orsans,27 - Bourgogne-Franche-Comté,162,14.4,19.54,23810.0,9.6,0,162.0,0,27,25435
Villers-Saint-Sépulcre,32 - Hauts-de-France,1007,13.4,138.13,22840.0,12.5,0,1007.0,0,32,60685
Saint-Christophe-sur-Roc,75 - Nouvelle-Aquitaine,565,15.9,51.55,22260.0,7.9,0,565.0,0,75,79241
Challes,52 - Pays de la Loire,1228,15.7,47.54,22150.0,7.7,0,1228.0,0,52,72053
Anglars-Nozac,76 - Occitanie,377,18.0,38.35,20290.0,6.5,0,377.0,0,76,46006
Tréguidel,53 - Bretagne,621,16.6,94.66,21030.0,8.2,0,621.0,0,53,22361
Vitry-lès-Nogent,44 - Grand Est,195,16.7,24.53,21660.0,7.6,0,195.0,0,44,52541
Sevrai,28 - Normandie,259,17.6,31.94,20680.0,7.0,0,259.0,0,28,61473
Granges-sur-Aube,44 - Grand Est,184,17.4,22.83,20630.0,7.8,0,184.0,0,44,51279
Les Brulais,53 - Bretagne,547,18.2,45.74,19480.0,7.3,0,547.0,0,53,35046
Louvetot,28 - Normandie,741,15.1,100.54,22350.0,9.4,0,741.0,0,28,76398
Houx,24 - Centre-Val de Loire,752,11.6,120.51,26170.0,11.1,0,752.0,0,24,28195
Saint-Privé,27 - Bourgogne-Franche-Comté,525,17.8,12.68,19810.0,7.9,0,525.0,0,27,
Le Pout,75 - Nouvelle-Aquitaine,610,14.1,155.22,23520.0,9.7,0,610.0,0,75,33335
Traubach-le-Haut,44 - Grand Est,601,13.8,86.98,23390.0,11.1,0,601.0,0,44,68337
Courcelles-de-Touraine,24 - Centre-Val de Loire,496,17.0,19.29,20690.0,8.3,0,496.0,0,24,37086
Saint-Christophe-des-Bois,53 - Bretagne,562,17.6,60.69,20480.0,6.8,0,562.0,0,53,35260
Corsept,52 - Pays de la Loire,2651,13.9,112.24,22530.0,9.4,0,2651.0,0,52,44046
Lignou,28 - Normandie,146,18.0,19.19,20240.0,7.0,0,146.0,0,28,61227
Guilleville,24 - Centre-Val de Loire,179,15.7,13.35,22680.0,8.3,0,179.0,0,24,28189
Sars-et-Rosières,32 - Hauts-de-France,598,12.3,230.0,25330.0,10.6,0,598.0,0,32,59554
Langoat,53 - Bretagne,1144,17.6,61.84,20390.0,6.1,0,1144.0,0,53,22101
La Chapelle-du-Mont-du-Chat,84 - Auvergne-Rhône-Alpes,260,13.1,36.72,24440.0,11.6,0,260.0,0,84,73076
Frévillers,32 - Hauts-de-France,237,17.5,46.75,19200.0,10.2,0,237.0,0,32,62362
Montignac,75 - Nouvelle-Aquitaine,138,16.8,21.3,21210.0,9.4,1,69.0,0,75,
Thaims,75 - Nouvelle-Aquitaine,386,18.1,44.16,18880.0,9.0,0,386.0,0,75,17442
Valdahon,27 - Bourgogne-Franche-Comté,5687,15.0,222.93,22280.0,11.1,3,1421.75,0,27,25578
Vauvillers,32 - Hauts-de-France,236,15.6,37.94,22220.0,9.3,0,236.0,0,32,80781
Croth,28 - Normandie,1362,14.0,129.59,22800.0,10.4,0,1362.0,0,28,27193
Mesnil-Verclives,28 - Normandie,323,14.9,32.43,22420.0,10.7,0,323.0,0,28,27407
Sainte-Foy-la-Longue,75 - Nouvelle-Aquitaine,127,18.4,13.55,18930.0,8.6,0,127.0,0,75,33403
Lascaux,75 - Nouvelle-Aquitaine,224,17.4,30.85,20560.0,7.8,0,224.0,0,75,19109
Aspin-en-Lavedan,76 - Occitanie,328,16.5,185.31,21200.0,8.1,0,328.0,0,76,65040
Euvy,44 - Grand Est,82,32.9,5.68,,7.5,0,82.0,0,44,51241
Étrelles-sur-Aube,44 - Grand Est,155,17.3,14.86,21220.0,6.9,0,155.0,0,44,10144
Marquixanes,76 - Occitanie,564,20.2,117.5,15800.0,8.9,0,564.0,0,76,66103
Môlay,27 - Bourgogne-Franche-Comté,92,33.0,7.67,,7.2,0,92.0,0,27,
Meilleray,11 - Île-de-France,499,16.2,64.22,20610.0,10.4,0,499.0,0,11,77287
Guerfand,27 - Bourgogne-Franche-Comté,207,15.6,32.14,21850.0,10.1,0,207.0,0,27,71228
Saint-Philbert-de-Grand-Lieu,52 - Pays de la Loire,8991,13.8,152.88,22760.0,10.3,2,2997.0,0,52,44188
Lasserre-Pradère,76 - Occitanie,1522,11.6,105.69,26350.0,9.6,0,1522.0,0,76,31277
La Cauchie,32 - Hauts-de-France,209,18.0,95.0,18870.0,9.3,0,209.0,0,32,62216
Bannost-Villegagnon,11 - Île-de-France,648,12.3,33.38,25520.0,11.0,0,648.0,0,11,77020
Briaucourt,27 - Bourgogne-Franche-Comté,235,18.2,23.91,19480.0,7.8,0,235.0,0,27,70097
Montégut-Savès,76 - Occitanie,63,32.3,17.07,,9.1,0,63.0,0,76,32284
Viâpres-le-Petit,44 - Grand Est,130,16.9,11.68,21480.0,7.5,0,130.0,0,44,10408
Amance,27 - Bourgogne-Franche-Comté,663,17.4,37.8,20750.0,6.7,0,663.0,0,27,70012
Sévignacq,75 - Nouvelle-Aquitaine,752,16.7,43.14,20530.0,8.9,0,752.0,0,75,64523
Montreuil-sur-Brêche,32 - Hauts-de-France,483,14.9,45.87,22010.0,11.2,0,483.0,0,32,60425
Gourlizon,53 - Bretagne,901,16.0,90.92,21650.0,8.1,0,901.0,0,53,29065
Madonne-et-Lamerey,44 - Grand Est,403,17.0,57.41,20940.0,7.7,0,403.0,0,44,88281
Hacqueville,28 - Normandie,432,15.2,44.04,21890.0,10.7,0,432.0,0,28,27310
Bouilland,27 - Bourgogne-Franche-Comté,216,14.9,12.97,23360.0,9.0,0,216.0,0,27,21092
Lespinasse,76 - Occitanie,2783,11.4,656.37,23760.0,11.0,0,2783.0,0,76,31293
Bosc-Hyons,28 - Normandie,420,15.4,74.6,22250.0,9.3,0,420.0,0,28,76124
Vaulry,75 - Nouvelle-Aquitaine,412,18.7,25.7,18760.0,7.6,0,412.0,0,75,87198
Saint-Dalmas-le-Selvage,93 - Provence-Alpes-Côte d'Azur,113,32.4,1.39,,8.8,0,113.0,0,93,06119
Izier,27 - Bourgogne-Franche-Comté,790,12.8,105.61,25160.0,9.8,0,790.0,0,27,21320
Étainhus,28 - Normandie,1197,12.7,145.62,24610.0,10.4,0,1197.0,0,28,76250
Oriolles,75 - Nouvelle-Aquitaine,254,18.4,13.88,18910.0,8.4,0,254.0,0,75,16251
Villembray,32 - Hauts-de-France,252,14.0,38.59,23940.0,10.1,0,252.0,0,32,60677
Bonnay,27 - Bourgogne-Franche-Comté,322,17.1,26.86,21170.0,7.2,0,322.0,0,27,
Bailleul-sur-Thérain,32 - Hauts-de-France,2247,14.1,236.53,21500.0,10.9,0,2247.0,0,32,60041
Danizy,32 - Hauts-de-France,652,19.0,145.21,17610.0,8.2,0,652.0,0,32,02260
Andres,32 - Hauts-de-France,1556,15.9,217.62,20610.0,8.9,0,1556.0,0,32,62031
Landrethun-le-Nord,32 - Hauts-de-France,1283,16.6,166.62,19390.0,10.1,0,1283.0,0,32,62487
Plouégat-Guérand,53 - Bretagne,1064,17.2,61.54,20950.0,6.1,0,1064.0,0,53,29182
Moydans,93 - Provence-Alpes-Côte d'Azur,42,32.5,4.0,,8.6,0,42.0,0,93,05091
Caligny,28 - Normandie,822,15.9,54.91,22200.0,7.5,0,822.0,0,28,61070
Noyelles-sur-Escaut,32 - Hauts-de-France,805,15.4,167.71,21400.0,10.0,0,805.0,0,32,59438
Le Tuzan,75 - Nouvelle-Aquitaine,268,16.7,14.89,20580.0,9.6,0,268.0,0,75,33536
Elbeuf-en-Bray,28 - Normandie,412,15.8,38.69,21780.0,9.3,0,412.0,0,28,76229
Brotte-lès-Luxeuil,27 - Bourgogne-Franche-Comté,211,17.8,30.71,20140.0,7.5,0,211.0,0,27,70098
Fréménil,44 - Grand Est,211,16.6,69.41,21520.0,7.8,0,211.0,0,44,54210
Montcel,84 - Auvergne-Rhône-Alpes,521,14.2,55.25,24160.0,8.6,0,521.0,0,84,
Lohr,44 - Grand Est,498,16.5,47.84,20900.0,9.0,0,498.0,0,44,67273
Armendarits,75 - Nouvelle-Aquitaine,402,18.4,23.28,18960.0,8.0,0,402.0,0,75,64046
Foulbec,28 - Normandie,661,15.6,55.73,21330.0,10.3,0,661.0,0,28,27260
Yèbles,11 - Île-de-France,956,11.0,81.85,25520.0,13.8,0,956.0,0,11,77534
Lugny-lès-Charolles,27 - Bourgogne-Franche-Comté,349,16.1,20.87,22440.0,7.3,0,349.0,0,27,71268
Sainte-Colombe-la-Commanderie,28 - Normandie,862,14.8,79.37,22400.0,9.9,0,862.0,0,28,27524
Loubédat,76 - Occitanie,104,32.7,10.99,,7.9,0,104.0,0,76,32214
Moissannes,75 - Nouvelle-Aquitaine,340,17.9,13.8,19940.0,7.5,0,340.0,0,75,87099
Biéville,28 - Normandie,189,19.0,33.99,18870.0,6.8,0,189.0,0,28,50054
Nizerolles,84 - Auvergne-Rhône-Alpes,308,20.2,17.53,17500.0,6.2,0,308.0,0,84,03201
Cheffois,52 - Pays de la Loire,985,17.1,52.87,20800.0,6.8,0,985.0,0,52,85067
Voyenne,32 - Hauts-de-France,318,17.3,22.76,20200.0,8.6,0,318.0,0,32,02827
Saussenac,76 - Occitanie,590,16.9,33.93,20760.0,8.1,0,590.0,0,76,81277
Coltines,84 - Auvergne-Rhône-Alpes,447,18.0,23.5,19800.0,7.3,0,447.0,0,84,15053
Monthou-sur-Bièvre,24 - Centre-Val de Loire,806,15.4,48.5,22240.0,8.8,0,806.0,0,24,41145
Saint-Albain,27 - Bourgogne-Franche-Comté,523,15.9,92.73,22070.0,8.0,0,523.0,0,27,71383
Branches,27 - Bourgogne-Franche-Comté,446,15.9,40.58,21750.0,9.0,0,446.0,0,27,89053
Saint-Priest-la-Roche,84 - Auvergne-Rhône-Alpes,344,16.9,25.48,21400.0,7.2,0,344.0,0,84,42277
Soulom,76 - Occitanie,265,17.3,91.07,19490.0,9.8,0,265.0,0,76,65435
Villers-Canivet,28 - Normandie,750,15.7,61.27,21650.0,9.2,0,750.0,0,28,14753
Esprels,27 - Bourgogne-Franche-Comté,733,18.1,49.49,19640.0,6.8,0,733.0,0,27,70219
Heilly,32 - Hauts-de-France,429,14.5,45.78,22990.0,10.3,0,429.0,0,32,80426
Bettes,76 - Occitanie,53,32.2,15.68,,9.3,0,53.0,0,76,65091
